RecordID,Timestamp,Latitude,Longitude,AreaType,WeatherConditions,TimeOfDay,MovementPatterns,ThermalAnomalies,UnusualObjectsDetected,ObjectType,SoundAnomalies,ElectromagneticSignals,ProximityToSensitiveAreas,RecentActivityLevel,VehicleDensity,HumanPresence,StructureChangeDetection,PastCriminalActivity,ProximityToMilitaryInstallations,LawEnforcementPresence,SuspiciousActivityDetected,Distance (km),NearestMilitaryCamp
741,2023-07-01 05:10:00,34.00222091233057,75.36703002012624,urban,cloudy,night,moving_slow,yes,yes,sniper,no,none,yes,low,28,62,yes,no,yes,medium,1,48.27,Kupwara Base
742,2023-12-05 05:40:00,34.742195103766534,75.23839907122652,urban,clear,night,hovering,no,yes,drone,yes,weak,yes,high,9,32,yes,no,yes,medium,0,21.11,Srinagar Base
743,2023-12-15 08:03:00,34.29876370692615,74.57020480936627,rural,clear,afternoon,hovering,yes,yes,missile,yes,none,no,high,34,66,yes,yes,yes,low,1,28.39,Kupwara Base
744,2023-11-13 07:59:00,34.056415868681896,73.95533168190748,urban,foggy,evening,moving_slow,yes,yes,missile,yes,weak,no,medium,23,196,yes,yes,yes,low,1,29.77,Jammu Camp
745,2023-10-21 23:25:00,33.28695393736133,73.44819877917935,urban,windy,morning,hovering,yes,yes,none,yes,weak,yes,high,10,94,yes,no,yes,medium,0,15.24,Srinagar Base
746,2023-12-28 17:34:00,34.18708283640008,73.08362847538471,mountain,cloudy,evening,moving_slow,no,yes,sniper,yes,weak,yes,low,6,131,no,no,yes,high,1,36.53,Baramulla Post
747,2023-10-05 02:27:00,34.206961755276744,74.62386072966783,rural,cloudy,evening,moving_slow,yes,no,unknown,yes,weak,no,low,9,18,yes,no,yes,low,0,17.17,Baramulla Post
748,2023-09-22 23:59:00,33.581095239506844,72.97504245825519,urban,rainy,afternoon,hovering,yes,no,none,yes,weak,no,high,6,118,yes,yes,no,medium,1,0.22,Baramulla Post
749,2023-04-05 01:51:00,32.94757072387288,72.7280882818939,urban,foggy,evening,moving_fast,yes,yes,sniper,no,weak,no,medium,45,73,no,no,yes,high,0,42.16,Baramulla Post
750,2023-04-13 04:04:00,32.80635305257307,74.5599143096914,forest,cloudy,afternoon,stationary,yes,no,drone,no,weak,no,medium,10,167,yes,yes,no,low,1,13.6,Srinagar Base
751,2023-12-17 16:45:00,35.43976819643452,73.31236191150701,rural,rainy,night,hovering,yes,yes,none,yes,none,yes,high,45,191,yes,no,yes,low,0,48.48,Jammu Camp
752,2023-01-07 02:19:00,33.16901277169369,74.57739974318935,border_zone,rainy,evening,stationary,yes,no,missile,yes,strong,yes,high,21,53,no,yes,yes,low,1,3.23,Kupwara Base
753,2023-12-26 03:01:00,33.49043440667087,73.02142569969439,border_zone,windy,morning,moving_slow,no,no,none,no,strong,no,high,34,18,yes,yes,no,medium,1,13.2,Jammu Camp
754,2023-09-17 10:13:00,35.03721804826117,73.69047512037561,border_zone,windy,morning,stationary,yes,no,missile,yes,strong,no,low,25,45,yes,yes,yes,low,1,47.14,Srinagar Base
755,2023-05-20 11:44:00,34.94816751063437,75.41384767028948,urban,clear,morning,moving_fast,yes,yes,missile,yes,strong,no,low,9,45,yes,no,no,medium,1,12.94,Kupwara Base
756,2023-06-21 22:54:00,34.385246048276585,73.02965885940296,border_zone,cloudy,afternoon,moving_slow,yes,yes,unknown,yes,weak,no,medium,33,71,yes,yes,no,medium,0,37.23,Baramulla Post
757,2023-06-28 05:32:00,34.236420756753944,74.31416815048297,forest,foggy,morning,moving_slow,no,yes,missile,yes,none,yes,low,44,106,no,yes,yes,high,1,20.46,Jammu Camp
758,2023-01-08 19:50:00,32.79207193632056,73.53896002904233,border_zone,foggy,evening,moving_fast,no,no,none,yes,none,no,low,33,86,yes,no,no,high,1,18.1,Srinagar Base
759,2023-12-11 10:21:00,32.59387857625381,74.93358461517747,mountain,clear,night,moving_fast,yes,yes,unknown,no,strong,no,low,38,6,yes,yes,no,medium,0,35.65,Kupwara Base
760,2023-12-03 20:31:00,33.46039447210958,73.02235573467055,rural,windy,afternoon,moving_slow,yes,no,none,yes,none,yes,low,34,82,yes,yes,yes,high,1,28.67,Baramulla Post
761,2023-01-06 15:20:00,35.369247020419245,73.78901738784678,urban,foggy,afternoon,moving_fast,no,no,unknown,yes,none,yes,medium,17,177,no,yes,no,low,1,20.01,Baramulla Post
762,2023-11-11 01:06:00,33.89525202012061,75.15060851034953,forest,clear,night,moving_fast,yes,yes,unknown,no,strong,yes,high,39,182,yes,yes,yes,low,1,37.34,Baramulla Post
763,2023-04-22 09:37:00,33.350546597425996,74.7591058000575,forest,cloudy,morning,hovering,yes,no,unknown,yes,none,no,medium,15,200,yes,no,no,low,0,48.88,Kupwara Base
764,2023-04-07 02:32:00,32.88906325390663,72.70026826663859,rural,windy,afternoon,hovering,yes,yes,missile,no,weak,no,high,34,144,yes,yes,no,medium,1,41.43,Jammu Camp
765,2023-03-07 21:49:00,35.31504093445529,75.27472259475428,border_zone,rainy,night,stationary,no,yes,sniper,yes,weak,yes,medium,21,38,no,no,no,medium,1,32.3,Baramulla Post
766,2023-09-16 21:26:00,34.81960353254801,74.93020921314353,urban,rainy,morning,moving_fast,yes,yes,drone,no,none,no,low,28,148,yes,yes,no,medium,1,30.92,Jammu Camp
767,2023-08-14 18:48:00,33.145158725913234,75.13126718016599,forest,clear,night,moving_fast,no,no,none,yes,none,no,high,46,198,yes,yes,no,low,0,43.53,Baramulla Post
768,2023-05-04 04:15:00,32.715837823458486,73.77695228268058,forest,cloudy,night,moving_fast,yes,no,drone,yes,strong,yes,high,22,111,no,yes,no,high,1,35.76,Kupwara Base
769,2023-10-04 16:42:00,33.23222691298643,72.91041554581358,border_zone,windy,afternoon,moving_slow,yes,yes,none,no,weak,yes,medium,18,164,yes,yes,yes,high,0,6.3,Baramulla Post
770,2023-04-04 23:42:00,34.10836027325965,72.54844849808379,mountain,foggy,night,moving_fast,yes,yes,missile,yes,strong,yes,medium,31,131,no,no,yes,high,1,33.26,Baramulla Post
771,2023-07-12 20:24:00,34.50275642525408,74.27560614769084,urban,cloudy,evening,moving_fast,no,yes,unknown,no,strong,no,low,17,85,no,no,no,low,1,29.62,Kupwara Base
772,2023-05-08 01:03:00,33.92617262891726,73.41183756520654,forest,rainy,evening,moving_fast,yes,yes,unknown,yes,none,no,high,37,159,yes,no,yes,high,1,31.28,Baramulla Post
773,2023-09-27 13:12:00,34.47376890651249,74.69335561040215,mountain,windy,evening,hovering,no,no,unknown,no,weak,no,high,19,32,no,no,no,low,1,42.9,Baramulla Post
774,2023-01-30 20:11:00,33.98150762555099,74.80707245694107,urban,rainy,afternoon,hovering,yes,yes,unknown,yes,strong,yes,high,18,29,no,yes,yes,low,0,4.7,Srinagar Base
775,2023-09-14 10:51:00,35.09992131515539,72.59944310583988,border_zone,clear,morning,stationary,yes,yes,missile,no,strong,yes,low,46,131,no,no,yes,medium,0,37.44,Srinagar Base
776,2023-02-03 22:45:00,34.045802693159104,74.6554599895036,urban,rainy,evening,stationary,yes,yes,sniper,no,strong,no,high,43,6,no,yes,no,high,1,27.55,Baramulla Post
777,2023-01-17 22:20:00,35.32419016708351,74.21077946559645,rural,windy,night,moving_fast,yes,no,sniper,yes,none,yes,high,49,111,yes,yes,no,medium,1,48.7,Srinagar Base
778,2023-08-08 08:50:00,32.63849660021948,74.24439048412837,rural,clear,afternoon,stationary,yes,no,none,no,strong,yes,high,38,181,no,yes,no,medium,1,25.05,Jammu Camp
779,2023-06-08 01:38:00,35.09899422085992,73.48264458404533,border_zone,clear,evening,hovering,no,no,none,no,weak,no,high,24,187,no,no,yes,low,1,30.09,Jammu Camp
780,2023-12-20 12:20:00,35.15851446820989,74.5926293817558,mountain,windy,morning,hovering,yes,yes,missile,yes,strong,yes,low,35,176,no,yes,no,low,0,20.01,Baramulla Post
781,2023-09-13 08:41:00,33.54908066490926,73.64723444254493,forest,windy,night,moving_fast,yes,yes,missile,no,weak,yes,high,12,21,no,no,yes,low,1,9.64,Kupwara Base
782,2023-05-12 08:38:00,33.714882176507516,74.73708352937204,rural,cloudy,morning,hovering,no,no,none,no,strong,yes,high,20,123,no,no,no,high,1,17.45,Jammu Camp
783,2023-07-28 16:38:00,33.981107174233756,73.01808756368489,urban,clear,evening,stationary,yes,yes,sniper,no,strong,yes,medium,22,51,yes,no,yes,low,1,32.21,Srinagar Base
784,2023-02-07 21:09:00,33.06858659823011,74.26605446943357,mountain,rainy,night,stationary,no,yes,none,no,strong,yes,low,11,15,no,no,yes,medium,0,49.28,Baramulla Post
785,2023-08-18 07:39:00,35.46846766028049,74.64207773256102,urban,clear,evening,moving_fast,no,yes,drone,no,strong,yes,medium,0,70,no,yes,yes,medium,0,34.5,Kupwara Base
786,2023-01-10 18:08:00,34.71953278452264,74.37788501404955,rural,windy,night,moving_slow,yes,yes,unknown,yes,weak,no,low,20,79,no,yes,no,low,0,3.59,Srinagar Base
787,2023-12-05 00:48:00,33.792210928446934,73.18664870251345,mountain,rainy,morning,hovering,no,yes,drone,yes,none,no,medium,17,126,no,no,no,high,1,11.35,Jammu Camp
788,2023-03-19 23:22:00,33.62384937849474,73.90431056891371,rural,clear,evening,stationary,yes,no,sniper,yes,none,yes,low,28,95,yes,no,yes,high,1,41.73,Kupwara Base
789,2023-11-25 10:00:00,32.62313427093377,75.0981175869401,mountain,clear,afternoon,stationary,yes,yes,drone,yes,none,yes,high,45,24,yes,no,yes,high,0,0.67,Jammu Camp
790,2023-04-27 02:54:00,32.80803401340972,73.08747621284908,mountain,rainy,night,moving_fast,no,yes,sniper,no,weak,no,low,49,29,yes,no,yes,low,1,36.27,Jammu Camp
791,2023-04-28 14:50:00,32.58838782001541,72.69905267693159,rural,foggy,evening,moving_slow,no,no,unknown,yes,weak,no,medium,42,116,yes,no,no,medium,1,31.05,Baramulla Post
792,2023-09-23 14:31:00,32.720828387924925,73.71573133755093,mountain,rainy,evening,moving_slow,no,no,none,yes,weak,no,medium,30,154,yes,yes,no,high,0,38.42,Jammu Camp
793,2023-09-29 02:39:00,34.68130564091415,73.92172887248884,mountain,windy,morning,moving_slow,no,no,unknown,no,strong,no,low,33,19,no,no,no,low,1,44.25,Srinagar Base
794,2023-06-11 02:22:00,32.5212133705717,74.62573010442304,border_zone,clear,evening,hovering,no,yes,unknown,yes,weak,yes,low,48,158,no,yes,yes,medium,0,31.7,Jammu Camp
795,2023-12-28 03:25:00,35.235900821255655,75.32261470210307,border_zone,windy,evening,hovering,no,yes,drone,yes,weak,yes,low,32,87,yes,no,no,medium,1,22.34,Baramulla Post
796,2023-10-03 03:35:00,35.33011998823001,74.56174403730046,mountain,cloudy,evening,moving_fast,no,no,drone,no,none,no,medium,27,183,yes,no,yes,medium,0,44.69,Srinagar Base
797,2023-11-14 11:05:00,34.35284952842187,73.05170632549441,rural,foggy,evening,stationary,yes,yes,none,no,strong,yes,low,23,133,yes,yes,no,low,0,12.02,Srinagar Base
798,2023-12-24 10:50:00,33.113883864671145,73.66306230474699,border_zone,clear,evening,moving_slow,yes,yes,drone,no,none,no,high,23,185,no,yes,no,low,0,15.85,Srinagar Base
799,2023-12-05 21:48:00,34.29665440742416,73.16021502828801,rural,cloudy,morning,stationary,no,no,missile,no,weak,yes,low,14,96,yes,no,yes,low,1,2.81,Srinagar Base
800,2023-03-19 12:25:00,33.90003106920665,74.00494317280894,urban,windy,night,moving_fast,no,yes,unknown,yes,none,yes,high,21,156,yes,no,no,high,1,24.02,Jammu Camp
801,2023-05-24 08:46:00,35.261097351739,75.47951168488791,urban,clear,morning,moving_fast,no,no,drone,no,weak,yes,medium,46,26,no,no,yes,high,0,41.9,Srinagar Base
802,2023-09-19 15:24:00,33.37714388815057,73.83259435834502,mountain,cloudy,afternoon,moving_fast,no,no,sniper,no,weak,yes,medium,4,120,yes,no,no,medium,1,23.72,Srinagar Base
803,2023-12-06 03:31:00,35.414042636221225,75.29034022798169,mountain,clear,morning,moving_slow,no,no,drone,yes,strong,yes,low,13,183,no,no,yes,medium,1,0.4,Kupwara Base
804,2023-01-04 21:55:00,35.3526681999473,73.18837370363863,forest,windy,afternoon,stationary,no,yes,drone,no,none,yes,low,46,106,yes,no,yes,high,0,42.44,Kupwara Base
805,2023-02-27 17:18:00,34.52899453521865,74.29391499128796,rural,clear,evening,moving_fast,yes,no,unknown,yes,weak,no,medium,5,132,no,yes,no,medium,1,46.36,Jammu Camp
806,2023-11-23 22:25:00,32.769174190286314,72.98938979149789,urban,cloudy,afternoon,stationary,yes,no,missile,no,weak,no,medium,19,180,no,no,no,low,1,10.94,Srinagar Base
807,2023-05-28 17:11:00,32.641686206159584,72.70099895582497,urban,windy,morning,moving_slow,no,no,unknown,yes,strong,no,high,12,139,yes,yes,yes,medium,0,6.54,Kupwara Base
808,2023-06-06 12:24:00,33.92415717054099,74.7440045235057,mountain,windy,night,hovering,yes,yes,unknown,yes,none,yes,medium,11,129,no,yes,yes,high,0,2.18,Baramulla Post
809,2023-09-01 06:46:00,32.71363420646413,73.60674434699176,urban,cloudy,afternoon,stationary,yes,yes,none,no,strong,no,medium,39,102,yes,yes,no,low,1,8.7,Kupwara Base
810,2023-11-30 16:57:00,33.95130892904481,73.07773814443244,rural,foggy,afternoon,stationary,yes,yes,missile,no,none,no,low,27,106,yes,no,yes,low,0,2.3,Jammu Camp
811,2023-09-29 22:25:00,33.18514619045299,75.2158717002328,mountain,windy,evening,stationary,yes,yes,drone,yes,weak,no,medium,16,107,no,no,yes,low,0,36.42,Baramulla Post
812,2023-03-14 01:54:00,32.934725944789356,74.8414242812569,rural,cloudy,night,hovering,no,no,missile,no,weak,no,medium,22,64,yes,yes,yes,low,1,46.89,Kupwara Base
813,2023-08-09 16:03:00,34.96020495645779,73.76002955087361,mountain,windy,evening,stationary,yes,no,sniper,no,weak,no,low,8,73,no,no,yes,high,1,17.98,Baramulla Post
814,2023-07-23 23:29:00,32.607941332284675,74.99132800987475,forest,windy,evening,moving_fast,yes,yes,none,no,weak,yes,low,12,6,yes,no,yes,low,1,22.61,Srinagar Base
815,2023-07-15 02:45:00,33.57854965849145,73.88350703865093,urban,foggy,afternoon,stationary,yes,no,sniper,no,weak,yes,high,3,78,no,yes,yes,medium,0,14.21,Baramulla Post
816,2023-06-12 23:14:00,32.614675643311756,74.49399874748201,forest,rainy,night,hovering,yes,no,unknown,no,strong,yes,medium,35,34,yes,yes,no,low,0,13.05,Srinagar Base
817,2023-05-28 00:49:00,34.37714518764056,74.31319376923383,forest,cloudy,morning,stationary,yes,no,drone,no,weak,yes,low,22,181,no,yes,yes,high,1,18.32,Baramulla Post
818,2023-03-28 00:48:00,35.226086736121964,73.48368901423889,forest,foggy,afternoon,moving_fast,yes,no,unknown,no,weak,no,low,24,60,no,yes,yes,high,0,18.71,Baramulla Post
819,2023-05-18 01:32:00,34.60036050283764,73.17180969610969,urban,clear,night,moving_slow,no,yes,missile,no,weak,yes,medium,23,70,yes,yes,yes,low,0,16.86,Srinagar Base
820,2023-06-07 20:48:00,33.28826687160903,74.99103215263311,urban,clear,evening,moving_fast,yes,no,drone,yes,strong,yes,medium,17,56,yes,yes,yes,high,0,34.56,Kupwara Base
821,2023-05-11 21:37:00,35.43212375268203,74.50046955904106,mountain,cloudy,evening,stationary,yes,yes,missile,no,none,yes,medium,11,3,yes,yes,no,low,0,8.69,Srinagar Base
822,2023-10-02 07:58:00,33.75378986992376,72.98781560711896,forest,rainy,evening,stationary,no,no,sniper,no,strong,yes,low,18,114,no,no,no,medium,1,37.66,Srinagar Base
823,2023-04-23 10:55:00,35.23595664294902,74.81609106759572,rural,rainy,evening,stationary,yes,yes,missile,no,strong,yes,high,25,125,yes,yes,no,medium,0,45.27,Srinagar Base
824,2023-01-13 10:59:00,33.03308455944318,72.62404348422469,forest,clear,afternoon,moving_fast,no,no,none,no,none,no,low,3,29,no,no,yes,low,1,8.31,Jammu Camp
825,2023-09-06 18:01:00,35.35045738327532,72.61395431584161,border_zone,clear,morning,hovering,no,no,none,no,strong,no,high,35,120,yes,yes,no,high,0,17.16,Jammu Camp
826,2023-03-11 23:50:00,32.913158541488535,73.71049952017887,forest,rainy,morning,stationary,no,yes,missile,yes,strong,no,medium,15,15,no,no,no,low,1,38.08,Jammu Camp
827,2023-02-24 19:59:00,34.91382304466244,73.5007956343181,mountain,clear,night,moving_slow,no,no,none,yes,none,yes,high,15,156,yes,no,no,low,1,30.08,Jammu Camp
828,2023-07-16 06:43:00,32.935204969152956,75.46888735655598,mountain,foggy,night,hovering,no,no,unknown,yes,none,yes,medium,39,184,no,no,yes,high,1,0.75,Baramulla Post
829,2023-11-28 02:55:00,33.41493344858569,72.9859967040307,forest,foggy,night,hovering,no,no,missile,no,strong,no,low,31,131,yes,no,no,low,0,0.96,Kupwara Base
830,2023-04-05 21:30:00,32.840999648469364,73.86312767672018,rural,windy,morning,moving_fast,yes,yes,drone,no,none,no,medium,17,146,yes,yes,yes,medium,1,26.02,Kupwara Base
831,2023-09-17 17:35:00,35.259232589972136,73.93595867523807,forest,foggy,night,stationary,no,yes,unknown,no,weak,no,medium,15,106,no,yes,yes,low,1,8.61,Srinagar Base
832,2023-08-28 18:25:00,33.4834994464349,73.55581104201809,border_zone,cloudy,night,moving_fast,no,no,unknown,no,weak,yes,high,0,114,no,no,no,high,0,31.97,Srinagar Base
833,2023-05-11 12:02:00,35.0547680816749,73.54179650151013,forest,rainy,morning,hovering,no,no,missile,yes,strong,no,high,29,173,yes,yes,no,medium,1,35.84,Kupwara Base
834,2023-04-26 15:09:00,35.25843184810868,73.62512273406712,urban,windy,night,hovering,no,no,unknown,no,weak,no,high,2,18,yes,yes,yes,medium,0,0.94,Srinagar Base
835,2023-07-18 21:31:00,34.101967405650754,74.55872131275943,urban,rainy,evening,moving_slow,no,no,drone,no,none,yes,high,6,45,no,no,no,high,0,24.96,Baramulla Post
836,2023-01-31 23:28:00,32.658979497415146,75.11146719241765,rural,cloudy,night,moving_fast,no,no,sniper,yes,strong,no,low,25,120,yes,yes,no,low,0,7.31,Baramulla Post
837,2023-11-24 09:34:00,32.866974971783755,72.9285878889493,border_zone,cloudy,evening,hovering,no,yes,sniper,yes,none,no,low,33,179,no,yes,no,high,0,10.27,Baramulla Post
838,2023-03-15 07:30:00,34.02481163605053,75.48483691039299,rural,cloudy,night,moving_fast,yes,no,missile,no,strong,no,high,45,5,yes,yes,no,high,1,0.59,Jammu Camp
839,2023-02-25 00:18:00,32.96052044603105,74.65853042712698,rural,cloudy,night,moving_fast,yes,yes,drone,yes,weak,no,low,39,159,yes,yes,no,high,1,36.37,Kupwara Base
840,2023-09-10 01:50:00,32.510304427572365,73.89145390946004,forest,rainy,morning,stationary,yes,no,sniper,no,weak,no,medium,43,40,yes,no,no,low,0,41.88,Baramulla Post
841,2023-03-10 04:48:00,33.36745442191322,73.8702903062151,rural,cloudy,morning,moving_fast,no,no,drone,yes,none,no,medium,23,174,no,no,yes,medium,0,25.16,Kupwara Base
842,2023-09-21 16:23:00,32.63303996009115,74.3855227161322,forest,rainy,afternoon,moving_slow,yes,yes,sniper,no,strong,yes,low,16,172,yes,yes,yes,medium,1,20.82,Baramulla Post
843,2023-12-03 00:57:00,34.770132573270715,73.64327637525751,urban,clear,afternoon,moving_slow,no,yes,missile,yes,weak,yes,low,43,133,no,no,yes,high,1,4.27,Jammu Camp
844,2023-09-09 10:05:00,33.875030711004456,74.27348743077457,urban,rainy,afternoon,hovering,yes,no,drone,yes,strong,no,low,13,66,no,yes,yes,medium,0,26.67,Baramulla Post
845,2023-12-21 11:53:00,33.67199196245737,74.9110779315683,urban,foggy,evening,moving_fast,yes,no,unknown,yes,none,no,low,15,184,no,yes,yes,low,1,0.86,Srinagar Base
846,2023-09-24 16:07:00,33.7821667805022,74.71789039319304,forest,clear,afternoon,stationary,no,yes,missile,no,none,yes,medium,35,34,no,no,yes,high,1,8.35,Baramulla Post
847,2023-08-17 16:17:00,34.62550085163365,72.99195563801801,mountain,cloudy,evening,stationary,yes,yes,none,no,none,yes,medium,22,169,no,yes,no,low,0,3.92,Kupwara Base
848,2023-01-22 21:13:00,32.72464946081201,73.86752882619972,forest,foggy,afternoon,stationary,no,yes,none,yes,strong,no,low,24,61,no,yes,no,medium,0,42.88,Kupwara Base
849,2023-09-03 14:47:00,34.413372398863984,74.20802161374904,border_zone,cloudy,night,moving_slow,no,no,missile,no,none,yes,low,27,79,no,yes,no,medium,0,26.22,Jammu Camp
850,2023-05-25 03:42:00,34.842336274684506,74.20170690203892,urban,foggy,evening,moving_slow,yes,yes,none,no,weak,no,medium,27,74,yes,no,yes,low,0,39.03,Jammu Camp
851,2023-07-03 09:45:00,33.875058728794315,74.76929917928382,urban,foggy,morning,stationary,no,no,none,yes,strong,no,high,28,128,no,no,yes,high,1,42.49,Kupwara Base
852,2023-02-13 20:34:00,33.099875548426155,75.341670804376,border_zone,windy,evening,moving_slow,yes,no,none,yes,weak,yes,low,22,64,yes,yes,yes,high,1,45.22,Jammu Camp
853,2023-02-15 11:22:00,34.82677144913714,74.58423450174543,forest,clear,morning,moving_slow,yes,no,unknown,no,strong,no,high,6,173,no,no,no,low,1,8.78,Kupwara Base
854,2023-08-16 07:45:00,32.62742602958309,73.9941198675022,border_zone,windy,morning,moving_fast,no,no,drone,no,weak,no,low,13,83,no,yes,yes,low,1,45.19,Baramulla Post
855,2023-01-23 07:46:00,35.20432535413501,72.6713382174596,mountain,rainy,afternoon,hovering,yes,yes,unknown,yes,none,yes,medium,23,0,yes,yes,no,medium,0,5.06,Kupwara Base
856,2023-12-08 11:40:00,35.13026238276191,73.02198943123531,forest,cloudy,evening,hovering,no,yes,drone,yes,none,yes,medium,44,114,no,no,yes,medium,0,4.13,Srinagar Base
857,2023-01-25 09:57:00,32.85854905667239,73.22529560851352,rural,foggy,evening,stationary,yes,no,unknown,yes,weak,no,high,17,135,yes,no,yes,medium,0,23.01,Jammu Camp
858,2023-11-17 14:46:00,34.463216446582685,75.17133557409156,urban,rainy,morning,stationary,no,no,none,no,weak,yes,low,33,146,no,no,no,medium,0,0.74,Srinagar Base
859,2023-05-05 11:19:00,34.37839484766094,75.49443523862573,mountain,foggy,afternoon,stationary,no,yes,drone,no,none,no,high,5,150,yes,yes,no,low,1,29.92,Kupwara Base
860,2023-09-09 00:52:00,35.191386009408994,74.01527677102395,forest,foggy,afternoon,hovering,no,yes,sniper,yes,weak,yes,high,42,52,yes,yes,no,low,1,1.25,Jammu Camp
861,2023-09-15 14:15:00,35.29468677115141,72.79793680099216,mountain,windy,morning,moving_fast,no,no,unknown,yes,strong,yes,low,27,30,yes,yes,yes,medium,1,35.35,Baramulla Post
862,2023-12-22 08:29:00,34.845586949778294,73.51818416393284,border_zone,clear,morning,moving_fast,no,yes,sniper,no,none,yes,medium,43,193,no,no,no,low,1,48.06,Srinagar Base
863,2023-06-30 05:07:00,34.71369825012553,74.94454135484396,border_zone,cloudy,morning,hovering,yes,yes,sniper,no,weak,yes,low,0,157,yes,no,yes,medium,1,11.52,Kupwara Base
864,2023-10-31 18:52:00,34.6005625645916,72.88061988119057,forest,foggy,night,moving_fast,no,no,missile,no,strong,yes,high,23,27,no,no,yes,medium,1,24.59,Srinagar Base
865,2023-04-10 21:50:00,33.634091828741845,72.74799219860215,border_zone,windy,morning,moving_fast,yes,no,none,no,strong,yes,high,31,164,yes,no,no,high,0,46.97,Jammu Camp
866,2023-03-23 04:46:00,33.70568838823306,75.4864905049964,mountain,windy,evening,moving_slow,yes,yes,none,yes,none,yes,medium,34,2,no,yes,no,medium,0,0.51,Kupwara Base
867,2023-05-13 05:37:00,33.29499180090921,73.10916484722577,rural,windy,afternoon,moving_slow,no,yes,none,yes,none,no,high,4,86,yes,yes,yes,high,0,15.45,Kupwara Base
868,2023-12-10 21:21:00,32.80427528756952,73.1740614737155,border_zone,clear,night,hovering,no,no,missile,yes,strong,no,medium,20,44,yes,no,yes,medium,1,30.12,Srinagar Base
869,2023-02-15 04:00:00,33.55597788417632,72.73321943015188,urban,clear,evening,moving_fast,yes,no,sniper,yes,strong,no,low,6,105,yes,yes,yes,low,1,48.5,Kupwara Base
870,2023-11-11 22:31:00,34.98740271502224,74.12539924373367,mountain,windy,night,moving_fast,no,yes,missile,yes,strong,no,low,37,84,no,no,yes,medium,1,32.76,Srinagar Base
871,2023-08-15 22:42:00,34.77476517489656,74.02397908892144,mountain,clear,afternoon,hovering,no,no,sniper,yes,none,yes,low,29,80,no,yes,yes,low,0,8.09,Jammu Camp
872,2023-09-01 12:36:00,35.16434030662531,74.04588502643188,rural,windy,morning,stationary,no,yes,drone,no,weak,yes,low,42,129,no,no,yes,medium,1,24.01,Baramulla Post
873,2023-12-05 18:18:00,33.982928123317464,75.43096230896252,border_zone,rainy,evening,moving_fast,yes,yes,sniper,yes,strong,yes,medium,22,64,yes,no,yes,high,0,12.9,Kupwara Base
874,2023-05-12 00:05:00,34.1771496986373,73.46769595549776,mountain,cloudy,morning,moving_slow,yes,no,drone,yes,none,yes,high,14,139,no,no,no,high,1,8.0,Jammu Camp
875,2023-06-22 22:59:00,32.65762803961635,72.76288667092852,forest,foggy,afternoon,moving_fast,yes,no,missile,no,weak,yes,low,9,85,yes,no,yes,medium,0,44.02,Baramulla Post
876,2023-11-29 06:05:00,35.08377846950659,73.52176847756483,urban,cloudy,evening,stationary,no,no,sniper,no,weak,no,medium,36,195,no,no,yes,high,0,42.22,Jammu Camp
877,2023-06-03 17:29:00,33.94167728088315,75.2550493250773,urban,foggy,afternoon,moving_slow,no,yes,none,yes,strong,yes,medium,22,141,no,yes,no,high,0,5.46,Baramulla Post
878,2023-05-30 02:16:00,32.60066252029529,73.68869350361126,rural,clear,afternoon,moving_slow,no,yes,unknown,yes,strong,no,high,49,55,no,no,yes,low,1,32.33,Srinagar Base
879,2023-01-23 17:19:00,33.25864137792293,74.02499184919446,border_zone,clear,evening,stationary,yes,no,none,yes,none,yes,medium,22,55,yes,yes,no,high,1,18.91,Baramulla Post
880,2023-10-25 04:01:00,33.45758099624143,74.25903437827533,border_zone,cloudy,evening,hovering,yes,yes,none,yes,none,no,medium,16,194,no,yes,yes,low,1,6.41,Jammu Camp
881,2023-10-10 02:14:00,35.339851054266106,75.26269271517242,mountain,cloudy,night,stationary,no,yes,missile,yes,weak,no,high,8,123,no,no,yes,high,1,16.52,Baramulla Post
882,2023-05-26 03:34:00,33.34557859037054,73.90882505753481,rural,windy,night,hovering,yes,no,unknown,yes,none,no,low,8,160,no,no,yes,medium,1,8.01,Kupwara Base
883,2023-10-04 03:22:00,34.41304314710611,74.57118358272812,urban,foggy,night,hovering,no,no,drone,no,none,yes,high,30,187,yes,yes,no,medium,0,20.8,Baramulla Post
884,2023-03-24 14:14:00,33.77011962844149,73.51667263266134,forest,cloudy,night,moving_fast,no,no,sniper,no,strong,no,high,29,95,no,no,no,high,1,4.38,Jammu Camp
885,2023-10-11 19:57:00,33.57540921634285,72.93864768164119,mountain,rainy,evening,stationary,yes,yes,sniper,no,weak,no,medium,42,82,yes,no,yes,high,0,40.42,Baramulla Post
886,2023-08-20 18:00:00,35.4817331450209,73.08696906344679,forest,clear,night,stationary,no,yes,drone,no,strong,no,low,16,140,yes,no,yes,low,0,48.12,Jammu Camp
887,2023-02-18 04:55:00,34.302140358135844,73.50141779268894,border_zone,foggy,evening,hovering,yes,no,missile,no,none,no,medium,6,25,no,yes,yes,medium,0,31.83,Baramulla Post
888,2023-02-15 20:47:00,35.401384745754775,72.51701095515025,forest,windy,night,stationary,no,no,drone,no,strong,no,high,33,90,yes,no,yes,medium,0,15.44,Jammu Camp
